datetime,sewer_pump,ghx_pump,distribution_pump,ets_pump_1,ets_pump_2,ets_pump_3,ets_hp_1,ets_hp_2,ets_hp_3
2022-01-03 04:00:00,2347.0947,5579.373,29210.568,690.794,1707.8365,977.9488,14605.16,191.71147,24485.734
2022-01-03 05:00:00,2347.0947,5579.373,29210.568,1394.9708,1707.8365,1655.9464,28687.748,522.9876,44630.598
2022-01-03 06:00:00,2347.0947,5579.373,29210.568,764.5024,1906.2861,2581.9988,20683.096,41108.56,31820.904
2022-01-03 07:00:00,2347.0947,5579.373,29210.568,442.00192,2455.2854,753.4829,9829.826,72337.12,18632.854
2022-01-03 08:00:00,2347.0947,5579.373,29210.568,397.45865,1805.0615,712.87555,1983.7535,40086.99,6054.1724
2022-01-03 09:00:00,2347.0947,5579.373,29210.568,453.03995,1707.8365,727.5805,90.68979,24244.545,4514.706
2022-01-03 10:00:00,2347.0947,5579.373,29210.568,396.16672,1707.8365,712.47906,32.2029,20013.617,8732.938
2022-01-03 11:00:00,2347.0947,5579.373,29210.568,363.81082,1707.8365,805.10126,25.71422,15741.243,5831.1646
2022-01-03 12:00:00,2347.0947,5579.373,29210.568,89.566444,1707.8365,79.26247,0.0,14379.95,0.0
2022-01-03 13:00:00,2347.0947,5579.373,29210.568,98.20698,1707.8365,86.36692,0.0,13345.973,0.0
2022-01-03 14:00:00,2347.0947,5579.373,29210.568,80.788216,1707.8365,652.0986,0.0,9983.683,142.224
2022-01-03 15:00:00,2347.0947,5579.373,29210.568,76.79083,1707.8365,714.0427,0.0,9817.33,3720.3757
2022-01-03 16:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,714.0427,0.0,10990.815,6838.638
2022-01-03 17:00:00,2347.0947,5579.373,29210.568,164.41176,1707.8365,796.4448,0.0,14695.52,2941.1316
2022-01-03 18:00:00,2347.0947,5579.373,29210.568,92.065956,1707.8365,82.20916,0.0,21704.521,0.0
2022-01-03 19:00:00,2347.0947,5579.373,29210.568,106.13987,1707.8365,90.30936,0.0,12126.234,0.0
2022-01-03 20:00:00,2347.0947,5579.373,29210.568,101.42285,76.912926,91.148155,0.0,0.0,0.0
2022-01-03 21:00:00,2347.0947,5579.373,29210.568,86.579315,76.912926,82.61661,0.0,0.0,0.0
2022-01-03 22:00:00,2347.0947,5579.373,29210.568,368.75317,76.912926,680.5081,190.93506,0.0,914.30273
2022-01-03 23:00:00,2347.0947,5579.373,29210.568,397.45865,76.912926,714.0427,5092.65,0.0,9306.182
2022-01-04 00:00:00,2347.0947,5579.373,29210.568,397.45865,1300.1057,714.0427,4751.066,51.468098,9125.369
2022-01-04 01:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,703.42096,0.0,103.971954,808.68256
2022-01-04 02:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,347.97388,0.0
2022-01-04 03:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,1399.7213,0.0
2022-01-04 04:00:00,2347.0947,5579.373,29210.568,1351.5638,1707.8365,1426.3058,22422.219,4550.356,32286.908
2022-01-04 05:00:00,2347.0947,5579.373,29210.568,3228.4004,1707.8365,2961.2383,43561.277,5884.225,59527.035
2022-01-04 06:00:00,2347.0947,5579.373,29210.568,1809.3179,2473.9807,2662.5183,32010.877,56186.168,46945.156
2022-01-04 07:00:00,2347.0947,5579.373,29210.568,760.4339,3790.7341,1007.36005,19261.467,91620.85,31560.39
2022-01-04 08:00:00,2347.0947,5579.373,29210.568,408.23035,1984.4038,713.71893,7582.982,51142.14,15300.124
2022-01-04 09:00:00,2347.0947,5579.373,29210.568,474.2599,1707.8365,723.4602,2567.8474,29844.65,8797.185
2022-01-04 10:00:00,2347.0947,5579.373,29210.568,396.3494,1707.8365,712.5058,1653.6919,20542.326,8918.347
2022-01-04 11:00:00,2347.0947,5579.373,29210.568,388.08054,1707.8365,783.2132,903.40704,17099.06,8035.5483
2022-01-04 12:00:00,2347.0947,5579.373,29210.568,91.10901,1707.8365,695.0175,0.0,15174.022,968.53345
2022-01-04 13:00:00,2347.0947,5579.373,29210.568,101.97016,1707.8365,80.13615,0.0,11628.109,0.0
2022-01-04 14:00:00,2347.0947,5579.373,29210.568,81.65945,1707.8365,666.535,0.0,8624.732,708.3903
2022-01-04 15:00:00,2347.0947,5579.373,29210.568,369.8467,1707.8365,714.0427,50.073273,8774.638,6080.811
2022-01-04 16:00:00,2347.0947,5579.373,29210.568,397.45865,1707.8365,714.0427,92.57438,10604.36,8236.062
2022-01-04 17:00:00,2347.0947,5579.373,29210.568,403.18372,1707.8365,825.0279,28.367544,16516.354,5997.8276
2022-01-04 18:00:00,2347.0947,5579.373,29210.568,87.76185,1707.8365,687.2317,0.0,23588.125,835.14935
2022-01-04 19:00:00,2347.0947,5579.373,29210.568,99.31439,1707.8365,89.81314,0.0,12954.978,0.0
2022-01-04 20:00:00,2347.0947,5579.373,29210.568,94.618195,76.912926,89.114685,0.0,0.0,0.0
2022-01-04 21:00:00,2347.0947,5579.373,29210.568,83.332115,76.912926,646.9808,0.0,0.0,200.6715
2022-01-04 22:00:00,2347.0947,5579.373,29210.568,369.29745,1300.1057,712.05927,379.42142,52.95029,3716.5828
2022-01-04 23:00:00,2347.0947,5579.373,29210.568,397.45865,1707.8365,714.0427,5672.4185,103.329346,12215.677
2022-01-05 00:00:00,2347.0947,5579.373,29210.568,397.45865,1707.8365,714.0427,4847.945,141.3632,10382.453
2022-01-05 01:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,703.42096,0.0,290.8996,786.7692
2022-01-05 02:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,705.6551,0.0
2022-01-05 03:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,1878.6895,0.0
2022-01-05 04:00:00,2347.0947,5579.373,29210.568,1123.2206,1707.8365,1481.584,20139.758,3725.4426,33129.453
2022-01-05 05:00:00,2347.0947,5579.373,29210.568,2580.158,1707.8365,3010.0283,38946.137,5010.982,59728.766
2022-01-05 06:00:00,2347.0947,5579.373,29210.568,1277.9406,2168.6377,2357.0657,26653.717,51542.77,40593.227
2022-01-05 07:00:00,2347.0947,5579.373,29210.568,511.35562,3043.839,798.3393,13307.085,81834.195,21662.97
2022-01-05 08:00:00,2347.0947,5579.373,29210.568,397.45865,1880.8599,712.95337,5364.939,45937.406,11162.574
2022-01-05 09:00:00,2347.0947,5579.373,29210.568,457.8608,1707.8365,722.0745,1636.9808,27669.64,7636.7153
2022-01-05 10:00:00,2347.0947,5579.373,29210.568,396.31064,1707.8365,712.4554,193.97046,19286.97,7124.517
2022-01-05 11:00:00,2347.0947,5579.373,29210.568,387.80173,1707.8365,714.0427,174.92302,15546.063,6213.528
2022-01-05 12:00:00,2347.0947,5579.373,29210.568,82.92448,1707.8365,695.4296,0.0,14363.456,492.58322
2022-01-05 13:00:00,2347.0947,5579.373,29210.568,90.78674,1707.8365,82.51185,0.0,10700.687,0.0
2022-01-05 14:00:00,2347.0947,5579.373,29210.568,83.940895,1707.8365,650.9024,0.0,6676.727,215.87483
2022-01-05 15:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,714.0427,0.0,6708.5464,3370.996
2022-01-05 16:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,714.0427,0.0,7763.011,5175.6143
2022-01-05 17:00:00,2347.0947,5579.373,29210.568,178.06183,1707.8365,1454.7772,0.0,13034.895,1836.9541
2022-01-05 18:00:00,2347.0947,5579.373,29210.568,92.143425,1707.8365,80.3098,0.0,19931.564,0.0
2022-01-05 19:00:00,2347.0947,5579.373,29210.568,105.88098,1707.8365,90.62107,0.0,11224.09,0.0
2022-01-05 20:00:00,2347.0947,5579.373,29210.568,100.54401,76.912926,90.97437,0.0,0.0,0.0
2022-01-05 21:00:00,2347.0947,5579.373,29210.568,86.817665,76.912926,82.60233,0.0,0.0,0.0
2022-01-05 22:00:00,2347.0947,5579.373,29210.568,373.7345,1028.2852,680.50464,232.68056,28.286425,881.3386
2022-01-05 23:00:00,2347.0947,5579.373,29210.568,397.45865,1707.8365,714.0427,5579.7075,102.24408,8987.658
2022-01-06 00:00:00,2347.0947,5579.373,29210.568,397.5452,1707.8365,714.0427,5072.5034,117.252266,8138.5996
2022-01-06 01:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,692.79913,0.0,269.78366,319.81897
2022-01-06 02:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,656.27496,0.0
2022-01-06 03:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,1755.66,0.0
2022-01-06 04:00:00,2347.0947,5579.373,29210.568,1384.4581,1707.8365,1188.6377,22723.88,4288.4546,28539.002
2022-01-06 05:00:00,2347.0947,5579.373,29210.568,3187.2039,1707.8365,2186.4844,43099.88,5084.2534,51043.906
2022-01-06 06:00:00,2347.0947,5579.373,29210.568,1466.4335,1893.0143,1924.5303,28455.135,43491.734,30725.219
2022-01-06 07:00:00,2347.0947,5579.373,29210.568,590.80426,2378.2957,725.21405,16446.523,70005.67,18604.64
2022-01-06 08:00:00,2347.0947,5579.373,29210.568,402.83093,1794.9808,713.0054,6842.2114,41975.41,10701.413
2022-01-06 09:00:00,2347.0947,5579.373,29210.568,454.04886,1707.8365,723.00616,1916.8468,25736.25,5989.686
2022-01-06 10:00:00,2347.0947,5579.373,29210.568,396.058,1707.8365,712.41846,365.19974,16203.796,4173.8706
2022-01-06 11:00:00,2347.0947,5579.373,29210.568,366.2109,1707.8365,739.2905,48.579998,12051.208,1551.7842
2022-01-06 12:00:00,2347.0947,5579.373,29210.568,86.268684,1704.7421,78.93526,0.0,10501.856,0.0
2022-01-06 13:00:00,2347.0947,5579.373,29210.568,97.21008,1707.0643,84.08584,0.0,7481.0825,0.0
2022-01-06 14:00:00,2347.0947,5579.373,29210.568,88.204956,1706.2675,77.86043,0.0,4594.7925,0.0
2022-01-06 15:00:00,2347.0947,5579.373,29210.568,76.82147,1707.162,659.7077,0.0,4594.6646,452.52954
2022-01-06 16:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,714.0427,0.0,5450.737,1555.2085
2022-01-06 17:00:00,2347.0947,5579.373,29210.568,167.5733,1707.8365,1413.5929,0.0,10346.816,717.566
2022-01-06 18:00:00,2347.0947,5579.373,29210.568,93.38135,1707.8365,78.04276,0.0,16861.684,0.0
2022-01-06 19:00:00,2347.0947,5579.373,29210.568,106.63455,1707.8365,82.38867,0.0,9747.634,0.0
2022-01-06 20:00:00,2347.0947,5579.373,29210.568,101.25178,76.912926,82.394554,0.0,0.0,0.0
2022-01-06 21:00:00,2347.0947,5579.373,29210.568,87.43894,76.912926,78.97897,0.0,0.0,0.0
2022-01-06 22:00:00,2347.0947,5579.373,29210.568,315.9021,76.912926,680.497,15.189509,0.0,962.67676
2022-01-06 23:00:00,2347.0947,5579.373,29210.568,397.45865,76.912926,714.0427,2195.3638,0.0,7542.4653
2022-01-07 00:00:00,2347.0947,5579.373,29210.568,397.45865,76.912926,714.0427,2651.0974,0.0,5453.3286
2022-01-07 01:00:00,2347.0947,5579.373,29210.568,76.94354,892.3748,660.9339,0.0,22.35631,56.63883
2022-01-07 02:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,86.81457,0.0
2022-01-07 03:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,115.539795,0.0
2022-01-07 04:00:00,2347.0947,5579.373,29210.568,676.77875,1707.8365,1091.9944,14477.083,248.60242,26672.404
2022-01-07 05:00:00,2347.0947,5579.373,29210.568,1289.4015,1707.8365,2068.8018,27503.197,563.2415,49933.56
2022-01-07 06:00:00,2347.0947,5579.373,29210.568,658.08575,1707.8365,1111.5685,18851.686,1011.174,35927.152
2022-01-07 07:00:00,2347.0947,5579.373,29210.568,462.77402,1707.8365,953.6176,6671.6226,1401.0078,16349.734
2022-01-07 08:00:00,2347.0947,5579.373,29210.568,367.9276,1707.8365,712.49603,43.284866,2263.245,5857.678
2022-01-07 09:00:00,2347.0947,5579.373,29210.568,76.77988,1707.8365,766.49756,0.0,3006.2197,8524.489
2022-01-07 10:00:00,2347.0947,5579.373,29210.568,370.74905,1707.8365,712.3645,109.326744,3130.1746,12266.993
2022-01-07 11:00:00,2347.0947,5579.373,29210.568,440.4446,1707.8365,1006.30035,140.97435,3406.4734,11065.965
2022-01-07 12:00:00,2347.0947,5579.373,29210.568,76.96795,1707.8365,710.6938,0.0,2693.7747,3927.2654
2022-01-07 13:00:00,2347.0947,5579.373,29210.568,76.92907,1707.8365,709.8348,0.0,2639.4744,1996.7814
2022-01-07 14:00:00,2347.0947,5579.373,29210.568,76.68554,1707.8365,711.9975,0.0,2549.8206,4591.1187
2022-01-07 15:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,712.36206,0.0,4682.803,10724.648
2022-01-07 16:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,712.6406,0.0,6570.9023,10665.503
2022-01-07 17:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,712.5672,0.0,7635.68,11243.452
2022-01-07 18:00:00,2347.0947,5579.373,29210.568,147.70436,1707.8365,707.82983,0.0,8217.274,6838.6685
2022-01-07 19:00:00,2347.0947,5579.373,29210.568,103.44214,1707.8365,87.20004,0.0,7137.4185,0.0
2022-01-07 20:00:00,2347.0947,5579.373,29210.568,102.47357,1707.8365,637.08685,0.0,6754.8276,63.475586
2022-01-07 21:00:00,2347.0947,5579.373,29210.568,81.70028,1707.8365,691.62384,0.0,8860.647,78.36061
2022-01-07 22:00:00,2347.0947,5579.373,29210.568,77.53652,1707.8365,702.7803,0.0,9179.296,1104.3643
2022-01-07 23:00:00,2347.0947,5579.373,29210.568,370.74905,1707.8365,714.0427,1930.162,8048.1816,10079.614
2022-01-08 00:00:00,2347.0947,5579.373,29210.568,397.45865,1707.8365,714.0427,2615.4797,7830.877,10159.849
2022-01-08 01:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,703.42096,0.0,8659.617,1303.5715
2022-01-08 02:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,10281.636,0.0
2022-01-08 03:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,11645.438,0.0
2022-01-08 04:00:00,2347.0947,5579.373,29210.568,1160.7677,1707.8365,2164.8748,20628.5,8895.512,41219.848
2022-01-08 05:00:00,2347.0947,5579.373,29210.568,2645.4666,1707.8365,4384.517,39168.035,9495.356,71103.17
2022-01-08 06:00:00,2347.0947,5579.373,29210.568,1477.546,1707.8365,2361.2432,29105.506,12644.366,53912.668
2022-01-08 07:00:00,2347.0947,5579.373,29210.568,630.13104,1707.8365,1735.3134,15148.074,11608.019,33942.234
2022-01-08 08:00:00,2347.0947,5579.373,29210.568,605.2619,1707.8365,712.8215,3795.0303,9175.369,11835.112
2022-01-08 09:00:00,2347.0947,5579.373,29210.568,396.66837,1707.8365,714.0427,3224.1985,7663.364,13697.18
2022-01-08 10:00:00,2347.0947,5579.373,29210.568,1752.836,1707.8365,714.0427,3532.7742,7530.4272,16669.535
2022-01-08 11:00:00,2347.0947,5579.373,29210.568,391.19382,1707.8365,714.0427,687.392,8152.9204,11568.07
2022-01-08 12:00:00,2347.0947,5579.373,29210.568,76.60596,1707.8365,714.0427,0.0,5815.9043,5817.418
2022-01-08 13:00:00,2347.0947,5579.373,29210.568,76.82816,1707.8365,951.68774,0.0,3213.5732,2172.2263
2022-01-08 14:00:00,2347.0947,5579.373,29210.568,76.681854,1707.8365,712.5804,0.0,3094.966,3341.8008
2022-01-08 15:00:00,2347.0947,5579.373,29210.568,370.74905,1707.8365,714.0427,100.33584,5576.228,10042.351
2022-01-08 16:00:00,2347.0947,5579.373,29210.568,397.45865,1707.8365,714.0427,161.14268,7182.92,12482.388
2022-01-08 17:00:00,2347.0947,5579.373,29210.568,344.03946,1707.8365,1165.0123,28.200285,7929.636,10398.493
2022-01-08 18:00:00,2347.0947,5579.373,29210.568,153.39781,1707.8365,710.49536,0.0,7491.761,4844.689
2022-01-08 19:00:00,2347.0947,5579.373,29210.568,78.590904,1707.8365,703.1434,0.0,7161.101,111.4349
2022-01-08 20:00:00,2347.0947,5579.373,29210.568,80.6211,1707.8365,492.49963,0.0,8947.176,25.070452
2022-01-08 21:00:00,2347.0947,5579.373,29210.568,323.94724,1707.8365,672.8686,20.25126,10433.818,1676.3497
2022-01-08 22:00:00,2347.0947,5579.373,29210.568,397.45865,1707.8365,714.0427,2825.1055,8225.044,11065.392
2022-01-08 23:00:00,2347.0947,5579.373,29210.568,408.0559,1707.8365,739.1743,10215.585,9413.682,21287.99
2022-01-09 00:00:00,2347.0947,5579.373,29210.568,407.76828,1707.8365,736.62384,6246.9023,11460.72,15286.372
2022-01-09 01:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,703.42096,0.0,9289.661,1412.8295
2022-01-09 02:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,10622.347,0.0
2022-01-09 03:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,10939.503,0.0
2022-01-09 04:00:00,2347.0947,5579.373,29210.568,1398.9014,1707.8365,1619.9144,22995.283,10163.089,35204.895
2022-01-09 05:00:00,2347.0947,5579.373,29210.568,3261.2961,1707.8365,3395.9978,43823.56,11710.804,64055.27
2022-01-09 06:00:00,2347.0947,5579.373,29210.568,1702.3555,6197.2773,4130.496,31068.164,99332.41,49125.348
2022-01-09 07:00:00,2347.0947,5579.373,29210.568,673.07196,10118.267,1248.93,17174.488,142535.28,32631.258
2022-01-09 08:00:00,2347.0947,5579.373,29210.568,398.70334,2834.3801,713.05817,7011.44,78387.52,14572.675
2022-01-09 09:00:00,2347.0947,5579.373,29210.568,543.5175,2140.0408,768.7683,2792.8477,61082.17,10201.9795
2022-01-09 10:00:00,2347.0947,5579.373,29210.568,396.61032,1878.6226,712.6152,1657.2246,48943.87,12513.138
2022-01-09 11:00:00,2347.0947,5579.373,29210.568,391.42685,1721.7902,839.1133,1101.9042,38540.11,10024.823
2022-01-09 12:00:00,2347.0947,5579.373,29210.568,85.78643,1707.8365,683.4453,0.0,34617.285,374.03152
2022-01-09 13:00:00,2347.0947,5579.373,29210.568,91.80607,1707.8365,560.7001,0.0,31407.436,36.96646
2022-01-09 14:00:00,2347.0947,5579.373,29210.568,79.17913,1707.8365,701.89166,0.0,22810.314,844.75024
2022-01-09 15:00:00,2347.0947,5579.373,29210.568,369.96603,1707.8365,712.1391,51.551487,19849.197,8624.142
2022-01-09 16:00:00,2347.0947,5579.373,29210.568,397.45865,1707.8365,714.0427,72.525536,20920.213,12591.392
2022-01-09 17:00:00,2347.0947,5579.373,29210.568,340.18198,1707.8365,833.7039,15.959976,25951.078,9138.032
2022-01-09 18:00:00,2347.0947,5579.373,29210.568,85.7002,1707.8365,689.31836,0.0,35111.984,1956.5312
2022-01-09 19:00:00,2347.0947,5579.373,29210.568,95.63834,1707.8365,549.291,0.0,19070.127,217.55544
2022-01-09 20:00:00,2347.0947,5579.373,29210.568,92.64625,76.912926,693.2827,0.0,0.0,302.06888
2022-01-09 21:00:00,2347.0947,5579.373,29210.568,83.20399,1436.0161,559.7493,0.0,62.95281,1444.6621
2022-01-09 22:00:00,2347.0947,5579.373,29210.568,369.5316,1707.8365,712.5046,1061.8182,122.123955,8419.213
2022-01-09 23:00:00,2347.0947,5579.373,29210.568,405.7391,1707.8365,726.91644,8323.331,365.7866,18473.943
2022-01-10 00:00:00,2347.0947,5579.373,29210.568,410.51514,1707.8365,733.4927,6299.432,1189.9131,14855.395
2022-01-10 01:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,703.42096,0.0,3091.0598,1287.9637
2022-01-10 02:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,5022.0483,0.0
2022-01-10 03:00:00,2347.0947,5579.373,29210.568,76.94354,1707.8365,76.73643,0.0,6369.1753,0.0
2022-01-10 04:00:00,2347.0947,5579.373,29210.568,1646.2119,1707.8365,2123.6917,25117.037,7977.9907,40849.918
2022-01-10 05:00:00,2347.0947,5579.373,29210.568,4220.2456,1707.8365,5270.9673,50116.574,9099.151,79922.01
2022-01-10 06:00:00,2347.0947,5579.373,29210.568,2376.5894,4970.4263,4330.414,36453.38,89610.586,62875.34
2022-01-10 07:00:00,2347.0947,5579.373,29210.568,810.2547,8020.0215,1280.3312,19792.47,127693.4,37419.508
2022-01-10 08:00:00,2347.0947,5579.373,29210.568,407.19772,2308.3452,719.31915,6975.1816,64670.688,15604.388
2022-01-10 09:00:00,2347.0947,5579.373,29210.568,473.6404,1768.9115,714.0427,1892.1783,38367.98,7331.9116
2022-01-10 10:00:00,2347.0947,5579.373,29210.568,396.30652,1707.8365,714.0427,683.2625,23689.287,6643.867
2022-01-10 11:00:00,2347.0947,5579.373,29210.568,382.65964,1707.8365,873.71045,207.0509,16778.43,4334.0664
2022-01-10 12:00:00,2347.0947,5579.373,29210.568,94.63355,1707.8365,77.698006,0.0,13415.245,0.0
2022-01-10 13:00:00,2347.0947,5579.373,29210.568,98.93826,1707.8365,80.440285,0.0,10169.18,0.0
2022-01-10 14:00:00,2347.0947,5579.373,29210.568,77.47517,1707.8365,561.9632,0.0,6075.3745,25.964495
2022-01-10 15:00:00,2347.0947,5579.373,29210.568,76.83991,1707.8365,714.0427,0.0,5492.328,990.4548
